time,z,air_pressure_at_mean_sea_level,air_pressure_at_mean_sea_level_qc_agg,dew_point_temperature,dew_point_temperature_qc_agg,air_temperature,air_temperature_qc_agg,visibility_in_air,visibility_in_air_qc_agg,wind_speed_of_gust,wind_speed_of_gust_qc_agg,wind_speed,wind_speed_qc_agg,wind_from_direction,wind_from_direction_qc_agg
UTC,m,millibars,,degree_Celsius,,degree_Celsius,,m,,m.s-1,,m.s-1,,degrees,
2022-07-11T21:53:00Z,0.0,1012.5,2,23.9,2,30.0,2,16093.44,2,NaN,2,5.1444444444,2,230.0,2
2022-07-11T22:53:00Z,0.0,1012.8,2,22.8,2,30.0,2,16093.44,2,9.26,2,5.6588888889,2,220.0,2
2022-07-11T23:53:00Z,0.0,1013.1,2,23.9,2,29.4,2,16093.44,2,NaN,2,5.1444444444,2,230.0,2
2022-07-12T00:53:00Z,0.0,1013.4,2,23.3,2,28.9,2,16093.44,2,NaN,2,4.63,2,240.0,2
2022-07-12T01:53:00Z,0.0,1014.3,2,23.9,2,28.9,2,16093.44,2,NaN,2,4.1155555556,2,260.0,2
2022-07-12T02:53:00Z,0.0,1014.9,2,23.9,2,28.9,2,16093.44,2,NaN,2,2.5722222222,2,250.0,2
2022-07-12T03:53:00Z,0.0,1014.7,2,23.9,2,28.9,2,16093.44,2,NaN,2,2.5722222222,2,220.0,2
2022-07-12T04:53:00Z,0.0,1014.4,2,23.9,2,28.9,2,16093.44,2,NaN,2,1.5433333333,2,220.0,2
2022-07-12T05:44:00Z,0.0,NaN,2,24.4,2,28.3,2,16093.44,2,NaN,2,2.0577777778,2,230.0,2
2022-07-12T05:53:00Z,0.0,1013.9,2,24.4,2,28.9,2,16093.44,2,NaN,2,3.0866666667,2,220.0,2
2022-07-12T06:28:00Z,0.0,NaN,2,23.9,2,28.9,2,16093.44,2,NaN,2,3.0866666667,2,230.0,2
2022-07-12T06:53:00Z,0.0,1014.0,2,23.9,2,28.9,2,16093.44,2,NaN,2,2.0577777778,2,220.0,2
2022-07-12T07:53:00Z,0.0,1013.4,2,23.9,2,26.1,2,16093.44,2,NaN,2,2.5722222222,2,130.0,2
2022-07-12T08:53:00Z,0.0,1013.4,2,23.9,2,25.6,2,16093.44,2,NaN,2,3.0866666667,2,140.0,2
2022-07-12T09:53:00Z,0.0,1013.4,2,23.9,2,25.6,2,16093.44,2,NaN,2,2.0577777778,2,140.0,2
2022-07-12T10:53:00Z,0.0,1013.6,2,23.9,2,25.6,2,16093.44,2,NaN,2,2.5722222222,2,140.0,2
2022-07-12T11:53:00Z,0.0,1014.3,2,24.4,2,26.7,2,16093.44,2,NaN,2,2.0577777778,2,150.0,2
2022-07-12T12:53:00Z,0.0,1014.8,2,24.4,2,29.4,2,16093.44,2,NaN,2,3.0866666667,2,160.0,2
2022-07-12T13:53:00Z,0.0,1015.3,2,23.3,2,30.6,2,16093.44,2,NaN,2,4.63,2,210.0,2
2022-07-12T14:53:00Z,0.0,1015.7,2,23.3,2,30.6,2,16093.44,2,NaN,2,5.6588888889,2,220.0,2
2022-07-12T15:53:00Z,0.0,1016.0,2,23.9,2,31.7,2,16093.44,2,NaN,2,4.1155555556,2,210.0,2
2022-07-12T16:53:00Z,0.0,1016.1,2,23.9,2,32.2,2,16093.44,2,NaN,2,5.6588888889,2,210.0,2
2022-07-12T17:53:00Z,0.0,1015.9,2,23.9,2,32.2,2,16093.44,2,NaN,2,5.1444444444,2,220.0,2
2022-07-12T18:53:00Z,0.0,1015.6,2,23.3,2,32.2,2,16093.44,2,NaN,2,6.1733333333,2,210.0,2
2022-07-12T19:53:00Z,0.0,1015.3,2,22.2,2,31.7,2,16093.44,2,NaN,2,4.63,2,220.0,2
2022-07-12T20:53:00Z,0.0,1014.7,2,22.8,2,31.7,2,16093.44,2,NaN,2,4.63,2,230.0,2
2022-07-12T21:53:00Z,0.0,1014.7,2,22.8,2,31.1,2,16093.44,2,NaN,2,4.63,2,240.0,2
2022-07-12T22:53:00Z,0.0,1015.1,2,23.3,2,30.6,2,16093.44,2,NaN,2,4.1155555556,2,250.0,2
2022-07-12T23:53:00Z,0.0,1015.8,2,23.9,2,30.0,2,16093.44,2,NaN,2,3.0866666667,2,250.0,2
2022-07-13T00:53:00Z,0.0,1016.0,2,23.9,2,29.4,2,16093.44,2,NaN,2,3.6011111111,2,260.0,2
2022-07-13T01:53:00Z,0.0,1016.4,2,22.8,2,29.4,2,16093.44,2,NaN,2,2.5722222222,2,260.0,2
2022-07-13T02:53:00Z,0.0,1016.7,2,23.3,2,28.9,2,16093.44,2,NaN,2,2.0577777778,2,250.0,2
2022-07-13T03:53:00Z,0.0,1017.0,2,23.3,2,28.9,2,16093.44,2,NaN,2,2.5722222222,2,240.0,2
2022-07-13T04:53:00Z,0.0,1016.8,2,23.9,2,28.3,2,16093.44,2,NaN,2,1.5433333333,2,240.0,2
2022-07-13T05:53:00Z,0.0,1016.6,2,23.9,2,26.7,2,16093.44,2,NaN,2,1.5433333333,2,110.0,2
2022-07-13T07:53:00Z,0.0,1016.4,2,23.9,2,25.6,2,16093.44,2,NaN,2,1.5433333333,2,120.0,2
2022-07-13T08:53:00Z,0.0,1016.5,2,23.9,2,25.6,2,16093.44,2,NaN,2,1.5433333333,2,120.0,2
2022-07-13T09:53:00Z,0.0,1016.7,2,23.9,2,25.0,2,16093.44,2,NaN,2,1.5433333333,2,110.0,2
2022-07-13T10:53:00Z,0.0,1017.2,2,23.9,2,25.0,2,16093.44,2,NaN,2,2.0577777778,2,110.0,2
2022-07-13T11:53:00Z,0.0,1017.9,2,24.4,2,26.7,2,16093.44,2,NaN,2,1.5433333333,2,130.0,2
2022-07-13T12:53:00Z,0.0,1018.6,2,24.4,2,28.3,2,16093.44,2,NaN,2,2.5722222222,2,110.0,2
2022-07-13T13:53:00Z,0.0,1018.5,2,24.4,2,30.0,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-13T14:53:00Z,0.0,1018.5,2,22.2,2,31.7,2,16093.44,2,NaN,2,1.5433333333,2,0.0,2
2022-07-13T15:53:00Z,0.0,1018.7,2,23.3,2,32.2,2,16093.44,2,NaN,2,2.5722222222,2,240.0,2
2022-07-13T16:53:00Z,0.0,1018.7,2,21.7,2,32.8,2,16093.44,2,NaN,2,4.63,2,270.0,2
2022-07-13T17:53:00Z,0.0,1017.9,2,23.3,2,32.2,2,16093.44,2,NaN,2,4.63,2,260.0,2
2022-07-13T18:53:00Z,0.0,1017.6,2,24.4,2,32.8,2,16093.44,2,NaN,2,5.1444444444,2,290.0,2
2022-07-13T19:25:00Z,0.0,NaN,2,25.0,2,32.2,2,16093.44,2,NaN,2,5.6588888889,2,270.0,2
2022-07-13T19:40:00Z,0.0,NaN,2,25.0,2,32.2,2,16093.44,2,NaN,2,6.6877777778,2,280.0,2
2022-07-13T19:53:00Z,0.0,1017.2,2,25.0,2,32.8,2,16093.44,2,NaN,2,5.6588888889,2,290.0,2
2022-07-13T20:18:00Z,0.0,NaN,2,24.4,2,31.7,2,16093.44,2,NaN,2,5.6588888889,2,280.0,2
2022-07-13T20:25:00Z,0.0,NaN,2,25.0,2,32.2,2,16093.44,2,NaN,2,5.1444444444,2,270.0,2
2022-07-13T20:34:00Z,0.0,NaN,2,25.0,2,31.7,2,16093.44,2,NaN,2,5.1444444444,2,270.0,2
2022-07-13T20:53:00Z,0.0,1016.9,2,24.4,2,32.2,2,16093.44,2,NaN,2,5.1444444444,2,290.0,2
2022-07-13T21:23:00Z,0.0,NaN,2,23.3,2,30.6,2,16093.44,2,NaN,2,3.0866666667,2,270.0,2
2022-07-13T21:53:00Z,0.0,1017.8,2,21.7,2,26.7,2,16093.44,2,9.26,2,3.6011111111,2,80.0,2
2022-07-13T22:25:00Z,0.0,NaN,2,21.7,2,25.6,2,16093.44,2,NaN,2,3.0866666667,2,30.0,2
2022-07-13T22:36:00Z,0.0,NaN,2,22.8,2,26.1,2,16093.44,2,NaN,2,2.0577777778,2,20.0,2
2022-07-13T22:53:00Z,0.0,1016.8,2,23.3,2,26.7,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-13T23:09:00Z,0.0,NaN,2,23.3,2,27.2,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-13T23:53:00Z,0.0,1017.3,2,23.9,2,26.7,2,16093.44,2,NaN,2,1.5433333333,2,330.0,2
2022-07-14T00:53:00Z,0.0,1017.6,2,23.3,2,25.6,2,16093.44,2,NaN,2,4.1155555556,2,90.0,2
2022-07-14T01:53:00Z,0.0,1017.4,2,22.8,2,25.6,2,16093.44,2,NaN,2,3.6011111111,2,60.0,2
2022-07-14T02:53:00Z,0.0,1018.6,2,22.8,2,25.6,2,16093.44,2,NaN,2,6.1733333333,2,130.0,2
2022-07-14T03:34:00Z,0.0,NaN,2,21.7,2,25.0,2,16093.44,2,NaN,2,4.63,2,140.0,2
2022-07-14T03:49:00Z,0.0,NaN,2,22.0,2,26.0,2,16093.44,2,NaN,2,2.0577777778,2,110.0,2
2022-07-14T03:53:00Z,0.0,1018.6,2,22.2,2,25.6,2,16093.44,2,NaN,2,1.5433333333,2,130.0,2
2022-07-14T04:53:00Z,0.0,1019.2,2,22.2,2,26.1,2,16093.44,2,NaN,2,3.0866666667,2,120.0,2
2022-07-14T05:53:00Z,0.0,1018.1,2,22.2,2,25.6,2,16093.44,2,NaN,2,2.0577777778,2,70.0,2
2022-07-14T06:53:00Z,0.0,1017.7,2,22.8,2,25.0,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-14T07:53:00Z,0.0,1017.4,2,23.3,2,25.6,2,16093.44,2,NaN,2,1.5433333333,2,130.0,2
2022-07-14T08:53:00Z,0.0,1017.4,2,23.3,2,25.0,2,16093.44,2,NaN,2,1.5433333333,2,130.0,2
2022-07-14T09:53:00Z,0.0,1017.3,2,23.9,2,25.0,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-14T10:53:00Z,0.0,1017.9,2,23.9,2,24.4,2,16093.44,2,NaN,2,2.0577777778,2,140.0,2
2022-07-14T11:53:00Z,0.0,1018.5,2,23.9,2,25.0,2,16093.44,2,NaN,2,2.0577777778,2,90.0,2
2022-07-14T12:53:00Z,0.0,1019.0,2,24.4,2,27.2,2,16093.44,2,NaN,2,2.5722222222,2,110.0,2
2022-07-14T13:53:00Z,0.0,1019.6,2,23.3,2,29.4,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-14T14:53:00Z,0.0,1019.8,2,23.9,2,31.1,2,16093.44,2,NaN,2,4.63,2,70.0,2
2022-07-14T15:53:00Z,0.0,1019.6,2,23.3,2,32.2,2,16093.44,2,NaN,2,3.6011111111,2,80.0,2
2022-07-14T16:53:00Z,0.0,1019.4,2,23.9,2,32.8,2,16093.44,2,NaN,2,3.6011111111,2,70.0,2
2022-07-14T17:10:00Z,0.0,NaN,2,23.3,2,32.8,2,16093.44,2,7.2022222222,2,3.0866666667,2,110.0,2
2022-07-14T17:53:00Z,0.0,1019.3,2,20.0,2,28.3,2,4828.032,2,14.4044444444,2,7.7166666667,2,310.0,2
2022-07-14T18:08:00Z,0.0,NaN,2,20.6,2,30.6,2,16093.44,2,9.7744444444,2,6.1733333333,2,330.0,2
2022-07-14T18:44:00Z,0.0,NaN,2,20.6,2,32.2,2,16093.44,2,NaN,2,3.6011111111,2,330.0,2
2022-07-14T18:53:00Z,0.0,1018.0,2,22.8,2,32.2,2,16093.44,2,NaN,2,4.1155555556,2,330.0,2
2022-07-14T19:53:00Z,0.0,1017.2,2,22.8,2,30.6,2,16093.44,2,NaN,2,4.63,2,350.0,2
2022-07-14T20:50:00Z,0.0,NaN,2,24.0,2,30.0,2,16093.44,2,NaN,2,5.1444444444,2,310.0,2
2022-07-14T20:53:00Z,0.0,1016.8,2,23.9,2,30.0,2,4828.032,2,NaN,2,4.63,2,300.0,2
2022-07-14T21:33:00Z,0.0,NaN,2,23.9,2,31.1,2,16093.44,2,NaN,2,5.1444444444,2,280.0,2
2022-07-14T21:53:00Z,0.0,1018.7,2,22.2,2,27.2,2,14484.096,2,17.4911111111,2,11.3177777778,2,180.0,2
2022-07-14T21:55:00Z,0.0,NaN,2,22.2,2,26.7,2,8046.72,2,17.4911111111,2,9.7744444444,2,180.0,2
2022-07-14T22:05:00Z,0.0,NaN,2,22.2,2,24.4,2,6437.376,2,12.8611111111,2,9.7744444444,2,160.0,2
2022-07-14T22:18:00Z,0.0,NaN,2,22.2,2,23.3,2,2816.352,2,12.8611111111,2,8.7455555556,2,160.0,2
2022-07-14T22:28:00Z,0.0,NaN,2,21.7,2,23.3,2,4828.032,2,11.8322222222,2,6.1733333333,2,150.0,2
2022-07-14T22:53:00Z,0.0,1019.1,2,21.7,2,23.3,2,4023.36,2,NaN,2,0.0,2,0.0,2
2022-07-14T22:58:00Z,0.0,NaN,2,21.7,2,23.3,2,4828.032,2,NaN,2,2.5722222222,2,230.0,2
2022-07-14T23:32:00Z,0.0,NaN,2,21.7,2,25.0,2,16093.44,2,NaN,2,5.1444444444,2,270.0,2
2022-07-14T23:53:00Z,0.0,1019.5,2,22.2,2,23.9,2,16093.44,2,NaN,2,5.1444444444,2,280.0,2
2022-07-15T00:15:00Z,0.0,NaN,2,21.7,2,23.3,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-15T00:30:00Z,0.0,NaN,2,21.7,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,40.0,2
2022-07-15T00:53:00Z,0.0,1019.4,2,21.7,2,23.3,2,16093.44,2,NaN,2,1.5433333333,2,30.0,2
2022-07-15T01:53:00Z,0.0,1018.9,2,21.7,2,22.8,2,16093.44,2,NaN,2,2.0577777778,2,30.0,2
2022-07-15T02:11:00Z,0.0,NaN,2,22.2,2,23.3,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-15T02:53:00Z,0.0,1020.0,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,130.0,2
2022-07-15T03:53:00Z,0.0,1020.1,2,22.8,2,23.3,2,16093.44,2,NaN,2,0.0,2,0.0,2
2022-07-15T04:45:00Z,0.0,NaN,2,22.8,2,23.3,2,16093.44,2,9.26,2,6.1733333333,2,90.0,2
2022-07-15T04:53:00Z,0.0,1020.1,2,22.8,2,23.3,2,16093.44,2,9.26,2,4.63,2,100.0,2
2022-07-15T05:53:00Z,0.0,1019.2,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,90.0,2
2022-07-15T06:53:00Z,0.0,1018.6,2,21.7,2,22.8,2,16093.44,2,NaN,2,2.5722222222,2,60.0,2
2022-07-15T07:53:00Z,0.0,1017.9,2,21.7,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-15T08:53:00Z,0.0,1017.6,2,21.7,2,22.8,2,16093.44,2,NaN,2,2.5722222222,2,100.0,2
2022-07-15T09:53:00Z,0.0,1018.0,2,21.7,2,22.8,2,16093.44,2,NaN,2,2.5722222222,2,90.0,2
2022-07-15T10:53:00Z,0.0,1018.6,2,21.7,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-15T11:53:00Z,0.0,1018.8,2,21.7,2,23.9,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-15T12:53:00Z,0.0,1019.6,2,21.7,2,25.0,2,16093.44,2,NaN,2,3.0866666667,2,70.0,2
2022-07-15T13:53:00Z,0.0,1019.5,2,22.2,2,27.8,2,16093.44,2,NaN,2,3.0866666667,2,100.0,2
2022-07-15T14:53:00Z,0.0,1019.7,2,22.2,2,29.4,2,16093.44,2,NaN,2,3.6011111111,2,90.0,2
2022-07-15T15:53:00Z,0.0,1019.3,2,22.2,2,30.0,2,16093.44,2,NaN,2,2.0577777778,2,0.0,2
2022-07-15T16:53:00Z,0.0,1018.8,2,21.7,2,31.1,2,16093.44,2,NaN,2,2.5722222222,2,130.0,2
2022-07-15T17:53:00Z,0.0,1018.4,2,22.2,2,31.7,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-15T18:53:00Z,0.0,1017.7,2,19.4,2,33.3,2,16093.44,2,NaN,2,3.6011111111,2,160.0,2
2022-07-15T19:53:00Z,0.0,1017.0,2,23.9,2,30.6,2,16093.44,2,NaN,2,4.63,2,290.0,2
2022-07-15T20:53:00Z,0.0,1016.4,2,23.9,2,31.1,2,16093.44,2,NaN,2,4.1155555556,2,290.0,2
2022-07-15T21:26:00Z,0.0,NaN,2,20.0,2,30.6,2,16093.44,2,NaN,2,4.63,2,150.0,2
2022-07-15T21:41:00Z,0.0,NaN,2,20.0,2,31.1,2,16093.44,2,NaN,2,5.6588888889,2,190.0,2
2022-07-15T21:53:00Z,0.0,1016.6,2,20.0,2,30.6,2,16093.44,2,NaN,2,5.6588888889,2,190.0,2
2022-07-15T22:53:00Z,0.0,1017.0,2,21.7,2,28.3,2,16093.44,2,NaN,2,4.63,2,210.0,2
2022-07-15T23:23:00Z,0.0,NaN,2,22.2,2,28.3,2,16093.44,2,NaN,2,3.6011111111,2,220.0,2
2022-07-15T23:53:00Z,0.0,1016.9,2,21.1,2,28.3,2,16093.44,2,NaN,2,2.5722222222,2,210.0,2
2022-07-16T00:53:00Z,0.0,1017.6,2,21.7,2,25.6,2,11265.408,2,9.7744444444,2,7.7166666667,2,80.0,2
2022-07-16T01:24:00Z,0.0,NaN,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,350.0,2
2022-07-16T01:53:00Z,0.0,1017.6,2,22.2,2,23.3,2,16093.44,2,NaN,2,1.5433333333,2,50.0,2
2022-07-16T02:53:00Z,0.0,1018.0,2,22.8,2,24.4,2,16093.44,2,NaN,2,1.5433333333,2,40.0,2
2022-07-16T03:53:00Z,0.0,1018.4,2,22.8,2,23.9,2,16093.44,2,NaN,2,1.5433333333,2,40.0,2
2022-07-16T04:53:00Z,0.0,1018.0,2,22.8,2,23.9,2,16093.44,2,NaN,2,1.5433333333,2,60.0,2
2022-07-16T05:53:00Z,0.0,1017.6,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,60.0,2
2022-07-16T06:53:00Z,0.0,1017.3,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,60.0,2
2022-07-16T07:53:00Z,0.0,1016.5,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.5722222222,2,70.0,2
2022-07-16T08:53:00Z,0.0,1016.1,2,22.8,2,23.3,2,16093.44,2,NaN,2,2.5722222222,2,80.0,2
2022-07-16T09:53:00Z,0.0,1016.1,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,100.0,2
2022-07-16T10:53:00Z,0.0,1016.3,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.0577777778,2,80.0,2
2022-07-16T11:53:00Z,0.0,1016.6,2,23.3,2,24.4,2,16093.44,2,NaN,2,2.0577777778,2,70.0,2
2022-07-16T12:53:00Z,0.0,1016.8,2,23.3,2,26.1,2,16093.44,2,NaN,2,2.5722222222,2,90.0,2
2022-07-16T13:53:00Z,0.0,1016.9,2,22.8,2,28.3,2,16093.44,2,NaN,2,4.1155555556,2,100.0,2
2022-07-16T14:53:00Z,0.0,1017.1,2,22.8,2,28.9,2,16093.44,2,NaN,2,3.6011111111,2,120.0,2
2022-07-16T15:53:00Z,0.0,1016.5,2,22.2,2,30.0,2,16093.44,2,NaN,2,4.1155555556,2,130.0,2
2022-07-16T16:53:00Z,0.0,1016.3,2,22.2,2,31.1,2,16093.44,2,NaN,2,2.5722222222,2,110.0,2
2022-07-16T17:53:00Z,0.0,1015.8,2,22.2,2,30.0,2,16093.44,2,NaN,2,3.6011111111,2,290.0,2
2022-07-16T18:53:00Z,0.0,1015.4,2,22.8,2,29.4,2,16093.44,2,NaN,2,5.1444444444,2,280.0,2
2022-07-16T19:14:00Z,0.0,NaN,2,23.3,2,27.2,2,1207.008,2,9.7744444444,2,5.1444444444,2,310.0,2
2022-07-16T19:24:00Z,0.0,NaN,2,22.8,2,26.1,2,3218.688,2,10.2888888889,2,4.1155555556,2,330.0,2
2022-07-16T19:31:00Z,0.0,NaN,2,22.2,2,25.6,2,16093.44,2,NaN,2,5.1444444444,2,330.0,2
2022-07-16T19:53:00Z,0.0,1015.2,2,23.3,2,28.3,2,16093.44,2,NaN,2,3.0866666667,2,340.0,2
2022-07-16T20:33:00Z,0.0,NaN,2,23.3,2,28.9,2,16093.44,2,NaN,2,4.1155555556,2,350.0,2
2022-07-16T20:41:00Z,0.0,NaN,2,23.9,2,28.9,2,16093.44,2,NaN,2,3.0866666667,2,340.0,2
2022-07-16T20:53:00Z,0.0,1014.9,2,22.8,2,28.3,2,16093.44,2,NaN,2,2.5722222222,2,340.0,2
2022-07-16T21:22:00Z,0.0,NaN,2,22.2,2,28.9,2,16093.44,2,NaN,2,3.0866666667,2,50.0,2
2022-07-16T21:53:00Z,0.0,1014.8,2,23.3,2,27.8,2,16093.44,2,NaN,2,4.63,2,100.0,2
2022-07-16T22:35:00Z,0.0,NaN,2,21.7,2,25.6,2,16093.44,2,NaN,2,4.63,2,140.0,2
2022-07-16T22:50:00Z,0.0,NaN,2,22.0,2,24.0,2,8046.72,2,NaN,2,3.0866666667,2,140.0,2
2022-07-16T22:53:00Z,0.0,1015.3,2,22.2,2,23.9,2,6437.376,2,NaN,2,3.6011111111,2,140.0,2
2022-07-16T23:32:00Z,0.0,NaN,2,23.3,2,24.4,2,16093.44,2,NaN,2,2.5722222222,2,80.0,2
2022-07-16T23:53:00Z,0.0,1015.2,2,23.3,2,24.4,2,16093.44,2,NaN,2,2.0577777778,2,80.0,2
2022-07-17T00:02:00Z,0.0,NaN,2,23.3,2,24.4,2,16093.44,2,NaN,2,3.6011111111,2,80.0,2
2022-07-17T00:53:00Z,0.0,1014.8,2,22.8,2,23.9,2,16093.44,2,NaN,2,3.6011111111,2,110.0,2
2022-07-17T01:53:00Z,0.0,1015.3,2,22.2,2,23.3,2,16093.44,2,NaN,2,3.6011111111,2,90.0,2
2022-07-17T02:53:00Z,0.0,1016.1,2,22.2,2,23.3,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-17T03:53:00Z,0.0,1015.9,2,22.2,2,23.3,2,16093.44,2,NaN,2,2.5722222222,2,100.0,2
2022-07-17T04:53:00Z,0.0,1015.5,2,22.2,2,23.3,2,16093.44,2,NaN,2,4.1155555556,2,100.0,2
2022-07-17T05:53:00Z,0.0,1014.8,2,22.2,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,70.0,2
2022-07-17T06:53:00Z,0.0,1014.9,2,22.2,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,100.0,2
2022-07-17T07:53:00Z,0.0,1014.7,2,22.2,2,22.8,2,16093.44,2,NaN,2,2.5722222222,2,90.0,2
2022-07-17T08:53:00Z,0.0,1014.3,2,22.2,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,100.0,2
2022-07-17T09:53:00Z,0.0,1014.4,2,22.2,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,100.0,2
2022-07-17T10:53:00Z,0.0,1014.8,2,22.2,2,22.8,2,16093.44,2,NaN,2,3.0866666667,2,90.0,2
2022-07-17T11:53:00Z,0.0,1015.2,2,22.2,2,23.9,2,16093.44,2,NaN,2,3.0866666667,2,120.0,2
2022-07-17T12:53:00Z,0.0,1015.4,2,23.3,2,26.1,2,16093.44,2,NaN,2,4.63,2,130.0,2
2022-07-17T13:53:00Z,0.0,1015.9,2,23.9,2,27.8,2,16093.44,2,NaN,2,4.1155555556,2,140.0,2
2022-07-17T14:53:00Z,0.0,1015.6,2,24.4,2,29.4,2,16093.44,2,NaN,2,3.6011111111,2,140.0,2
2022-07-17T15:53:00Z,0.0,1016.5,2,23.3,2,30.6,2,16093.44,2,NaN,2,5.1444444444,2,170.0,2
2022-07-17T16:53:00Z,0.0,1016.2,2,23.3,2,30.6,2,16093.44,2,NaN,2,6.6877777778,2,200.0,2
2022-07-17T17:12:00Z,0.0,NaN,2,24.4,2,30.6,2,16093.44,2,NaN,2,6.6877777778,2,190.0,2
2022-07-17T17:27:00Z,0.0,NaN,2,23.9,2,29.4,2,16093.44,2,10.2888888889,2,6.6877777778,2,200.0,2
2022-07-17T17:53:00Z,0.0,1015.8,2,23.9,2,28.9,2,16093.44,2,NaN,2,4.1155555556,2,220.0,2
2022-07-17T18:53:00Z,0.0,1015.8,2,23.9,2,28.9,2,16093.44,2,NaN,2,4.1155555556,2,200.0,2
2022-07-17T19:53:00Z,0.0,1015.6,2,22.8,2,30.0,2,16093.44,2,NaN,2,5.1444444444,2,190.0,2
2022-07-17T20:53:00Z,0.0,1015.3,2,22.8,2,29.4,2,16093.44,2,NaN,2,4.1155555556,2,200.0,2
2022-07-17T21:53:00Z,0.0,1015.3,2,23.9,2,30.0,2,16093.44,2,NaN,2,4.1155555556,2,190.0,2
2022-07-17T22:53:00Z,0.0,1015.4,2,22.8,2,29.4,2,16093.44,2,NaN,2,3.6011111111,2,180.0,2
2022-07-17T23:53:00Z,0.0,1015.5,2,22.8,2,29.4,2,16093.44,2,NaN,2,3.0866666667,2,190.0,2
2022-07-18T00:53:00Z,0.0,1015.6,2,22.8,2,28.9,2,16093.44,2,NaN,2,3.0866666667,2,160.0,2
2022-07-18T01:53:00Z,0.0,1016.2,2,22.8,2,26.7,2,16093.44,2,NaN,2,3.0866666667,2,140.0,2
2022-07-18T02:53:00Z,0.0,1016.6,2,23.3,2,26.1,2,16093.44,2,NaN,2,2.5722222222,2,130.0,2
2022-07-18T03:53:00Z,0.0,1017.0,2,23.3,2,26.1,2,16093.44,2,NaN,2,2.5722222222,2,110.0,2
2022-07-18T04:53:00Z,0.0,1017.1,2,23.9,2,25.6,2,16093.44,2,NaN,2,3.0866666667,2,130.0,2
2022-07-18T05:53:00Z,0.0,1016.9,2,24.4,2,25.6,2,16093.44,2,NaN,2,3.0866666667,2,130.0,2
2022-07-18T06:53:00Z,0.0,1016.7,2,23.9,2,25.0,2,16093.44,2,NaN,2,3.0866666667,2,120.0,2
2022-07-18T07:53:00Z,0.0,1016.2,2,23.9,2,25.0,2,16093.44,2,NaN,2,3.6011111111,2,130.0,2
2022-07-18T08:53:00Z,0.0,1016.4,2,23.9,2,25.0,2,16093.44,2,NaN,2,3.0866666667,2,140.0,2
2022-07-18T09:53:00Z,0.0,1016.5,2,23.9,2,25.0,2,16093.44,2,NaN,2,3.6011111111,2,150.0,2
2022-07-18T10:53:00Z,0.0,1017.1,2,23.9,2,25.0,2,16093.44,2,NaN,2,2.5722222222,2,130.0,2
2022-07-18T11:53:00Z,0.0,1017.5,2,23.9,2,25.6,2,16093.44,2,NaN,2,3.6011111111,2,140.0,2
2022-07-18T12:53:00Z,0.0,1017.8,2,25.0,2,27.8,2,16093.44,2,NaN,2,4.63,2,160.0,2
2022-07-18T13:53:00Z,0.0,1018.1,2,25.0,2,30.0,2,16093.44,2,NaN,2,4.63,2,190.0,2
2022-07-18T14:53:00Z,0.0,1018.6,2,25.0,2,31.1,2,16093.44,2,NaN,2,5.1444444444,2,210.0,2
2022-07-18T15:53:00Z,0.0,1018.9,2,23.9,2,31.1,2,16093.44,2,NaN,2,5.1444444444,2,210.0,2
2022-07-19T17:53:00Z,0.0,NaN,2,25.0,2,32.0,2,16093.44,2,NaN,2,4.1155555556,2,240.0,2
2022-07-19T20:53:00Z,0.0,NaN,2,24.0,2,31.0,2,16093.44,2,NaN,2,5.1444444444,2,210.0,2
2022-07-19T21:53:00Z,0.0,NaN,2,24.0,2,32.0,2,16093.44,2,NaN,2,5.1444444444,2,230.0,2
2022-07-19T22:53:00Z,0.0,NaN,2,25.0,2,31.0,2,16093.44,2,NaN,2,3.6011111111,2,240.0,2
